Alias	Assay_Type	AvgSpotLen	BioSample	Description	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	Library_Name	Platform	SRA_Study
FOXJ3_eDBD_Nor_4_KAK_40NTATAAATTTATAAATTTATTAA	SELEX	40	SAMEA3530603	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090512	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	17	10	synthetic construct	2015-10-26	ERR1011488	ERS837752	ERS837752	SAMEA3530603 ERS837752	bHT-SELEX sample FOXJ3_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
FOXP3_FL_Nor_4_KAH_40NAATTTATTTATAATTAAATTTA	SELEX	40	SAMEA3530604	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090513	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	57	35	synthetic construct	2015-10-26	ERR1011489	ERS837753	ERS837753	SAMEA3530604 ERS837753	bHT-SELEX sample FOXP3_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GABPA_eDBD_Nor_4_KAM_40NAAATAAATTAATATATATATTT	SELEX	40	SAMEA3530605	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090514	2015-09-10T17:01:22Z	2018-03-09T13:29:13Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	61	35	synthetic construct	2015-10-26	ERR1011490	ERS837754	ERS837754	SAMEA3530605 ERS837754	bHT-SELEX sample GABPA_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GATA3_FL_Nor_4_KAH_40NATATTAAATTAATTAAATAATA	SELEX	40	SAMEA3530606	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090515	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	52	29	synthetic construct	2015-10-26	ERR1011491	ERS837755	ERS837755	SAMEA3530606 ERS837755	bHT-SELEX sample GATA3_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GATA3_FL_Nor_4_KAI_40NATATATTTATATTTAATATATA	SELEX	40	SAMEA3530607	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090516	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	53	29	synthetic construct	2015-10-26	ERR1011492	ERS837756	ERS837756	SAMEA3530607 ERS837756	bHT-SELEX sample GATA3_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GATA5_FL_Nor_4_KAM_40NAAATTTATATTTTTAAATTATA	SELEX	40	SAMEA3530608	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090517	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	54	30	synthetic construct	2015-10-26	ERR1011493	ERS837757	ERS837757	SAMEA3530608 ERS837757	bHT-SELEX sample GATA5_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GBX2_FL_Nor_4_KAI_40NAAATATTATATTTAATATATAT	SELEX	40	SAMEA3530609	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090519	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	57	31	synthetic construct	2015-10-26	ERR1011495	ERS837758	ERS837758	SAMEA3530609 ERS837758	bHT-SELEX sample GBX2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GBX2_eDBD_Nor_4_KAI_40NAATAAATTATATAATATTTAAT	SELEX	40	SAMEA3530610	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090518	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	52	29	synthetic construct	2015-10-26	ERR1011494	ERS837759	ERS837759	SAMEA3530610 ERS837759	bHT-SELEX sample GBX2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GCM1_FL_Nor_4_KAH_40NAATATTAATTTATTTATTAATA	SELEX	40	SAMEA3530611	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090521	2015-09-10T17:01:22Z	2018-03-09T13:29:13Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	70	42	synthetic construct	2015-10-26	ERR1011497	ERS837760	ERS837760	SAMEA3530611 ERS837760	bHT-SELEX sample GCM1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GCM1_eDBD_Nor_4_KAM_40NTATTTATTTAAAATATATTAAA	SELEX	40	SAMEA3530612	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090520	2015-09-10T17:01:23Z	2018-03-09T13:30:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	61	34	synthetic construct	2015-10-26	ERR1011496	ERS837761	ERS837761	SAMEA3530612 ERS837761	bHT-SELEX sample GCM1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GCM2_FL_Nor_4_KAM_40NAATATAATATATTTATTAAATA	SELEX	40	SAMEA3530613	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090522	2015-09-10T17:01:22Z	2018-03-09T13:29:13Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	60	33	synthetic construct	2015-10-26	ERR1011498	ERS837762	ERS837762	SAMEA3530613 ERS837762	bHT-SELEX sample GCM2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GFI1_eDBD_Nor_4_KAK_40NTATAATTTAATTTAATATTTAA	SELEX	40	SAMEA3530614	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090523	2015-09-10T17:01:23Z	2018-03-09T13:30:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	72	43	synthetic construct	2015-10-26	ERR1011499	ERS837763	ERS837763	SAMEA3530614 ERS837763	bHT-SELEX sample GFI1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GLI2_eDBD_Nor_4_KAL_40NATATATTAATTTTTATAAATAT	SELEX	40	SAMEA3530615	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090524	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	37	22	synthetic construct	2015-10-26	ERR1011500	ERS837764	ERS837764	SAMEA3530615 ERS837764	bHT-SELEX sample GLI2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GLIS1_eDBD_Nor_4_KAK_40NTTATATTTAAATAAATTAAATA	SELEX	40	SAMEA3530616	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090525	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	62	38	synthetic construct	2015-10-26	ERR1011501	ERS837765	ERS837765	SAMEA3530616 ERS837765	bHT-SELEX sample GLIS1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GLIS2_eDBD_Nor_4_KAI_40NTATATAATTAAAATTAATATTA	SELEX	40	SAMEA3530617	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090526	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	42	26	synthetic construct	2015-10-26	ERR1011502	ERS837766	ERS837766	SAMEA3530617 ERS837766	bHT-SELEX sample GLIS2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GMEB1_FL_Nor_4_KAM_40NTTAATTTAATAATTAAATTTAT	SELEX	40	SAMEA3530618	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090528	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	47	27	synthetic construct	2015-10-26	ERR1011504	ERS837767	ERS837767	SAMEA3530618 ERS837767	bHT-SELEX sample GMEB1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GMEB1_FL_Nor_4_KAI_40NTTATATTAAATTATTTAATATA	SELEX	40	SAMEA3530619	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090527	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	31	18	synthetic construct	2015-10-26	ERR1011503	ERS837768	ERS837768	SAMEA3530619 ERS837768	bHT-SELEX sample GMEB1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GMEB2_eDBD_Nor_4_KAM_40NTATATAATTAAAATTAATATTA	SELEX	40	SAMEA3530620	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090529	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	81	48	synthetic construct	2015-10-26	ERR1011505	ERS837769	ERS837769	SAMEA3530620 ERS837769	bHT-SELEX sample GMEB2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GRHL1_eDBD_Nor_4_KAL_40NAAATATTATATTTAATATATAT	SELEX	40	SAMEA3530621	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090530	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	55	34	synthetic construct	2015-10-26	ERR1011506	ERS837770	ERS837770	SAMEA3530621 ERS837770	bHT-SELEX sample GRHL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
GSX2_eDBD_Nor_4_KAL_40NTAATTAAATAATTATTATAAAT	SELEX	40	SAMEA3530622	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090531	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	87	53	synthetic construct	2015-10-26	ERR1011507	ERS837771	ERS837771	SAMEA3530622 ERS837771	bHT-SELEX sample GSX2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HES1_eDBD_Nor_4_KAL_40NATAATTTAAATTTTAATATTAA	SELEX	40	SAMEA3530623	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090532	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	0	0	synthetic construct	2015-10-26	ERR1011508	ERS837772	ERS837772	SAMEA3530623 ERS837772	bHT-SELEX sample HES1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HES2_eDBD_Nor_4_KAL_40NTAAATAAATTTTTTAAATTAAT	SELEX	40	SAMEA3530624	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090533	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	42	25	synthetic construct	2015-10-26	ERR1011509	ERS837773	ERS837773	SAMEA3530624 ERS837773	bHT-SELEX sample HES2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HES5_eDBD_Nor_4_KAK_40NATATAATTTATAATATTTAATT	SELEX	40	SAMEA3530625	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090534	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	57	34	synthetic construct	2015-10-26	ERR1011510	ERS837774	ERS837774	SAMEA3530625 ERS837774	bHT-SELEX sample HES5_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HES5_eDBD_Nor_4_KAL_40NTATTTATAATATATTATAATTT	SELEX	40	SAMEA3530626	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090535	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	46	28	synthetic construct	2015-10-26	ERR1011511	ERS837775	ERS837775	SAMEA3530626 ERS837775	bHT-SELEX sample HES5_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HES7_eDBD_Nor_4_KAL_40NTAAATTAATAATATTAAATTAT	SELEX	40	SAMEA3530627	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090536	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	15	9	synthetic construct	2015-10-26	ERR1011512	ERS837776	ERS837776	SAMEA3530627 ERS837776	bHT-SELEX sample HES7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HEY1_FL_Nor_4_KAH_40NTTATAAATAAAAATTATTTATT	SELEX	40	SAMEA3530628	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090537	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	44	25	synthetic construct	2015-10-26	ERR1011513	ERS837777	ERS837777	SAMEA3530628 ERS837777	bHT-SELEX sample HEY1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HEY2_FL_Nor_4_KAH_40NTATATTTATATAAATAAATATA	SELEX	40	SAMEA3530629	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090539	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	63	38	synthetic construct	2015-10-26	ERR1011515	ERS837778	ERS837778	SAMEA3530629 ERS837778	bHT-SELEX sample HEY2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HEY2_eDBD_Nor_4_KAK_40NTATTATATTAATATTATATATT	SELEX	40	SAMEA3530630	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090538	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	82	50	synthetic construct	2015-10-26	ERR1011514	ERS837779	ERS837779	SAMEA3530630 ERS837779	bHT-SELEX sample HEY2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HLF_FL_Nor_4_KAM_40NATTATTAATATTAATTATAATT	SELEX	40	SAMEA3530631	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090540	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	80	46	synthetic construct	2015-10-26	ERR1011516	ERS837780	ERS837780	SAMEA3530631 ERS837780	bHT-SELEX sample HLF_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA1_FL_Nor_4_KAH_40NTATATAATTAAAATTAATATTA	SELEX	40	SAMEA3530632	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090541	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	71	43	synthetic construct	2015-10-26	ERR1011517	ERS837781	ERS837781	SAMEA3530632 ERS837781	bHT-SELEX sample HOXA1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA10_FL_Nor_4_KAH_40NAAATTTAAATAAATATTAAATA	SELEX	40	SAMEA3530633	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090543	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	57	33	synthetic construct	2015-10-26	ERR1011519	ERS837782	ERS837782	SAMEA3530633 ERS837782	bHT-SELEX sample HOXA10_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA10_eDBD_Nor_4_KAL_40NATAATAAATAATATTAATATAA	SELEX	40	SAMEA3530634	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090542	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	53	32	synthetic construct	2015-10-26	ERR1011518	ERS837783	ERS837783	SAMEA3530634 ERS837783	bHT-SELEX sample HOXA10_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA11_eDBD_Nor_4_KAK_40NATAATTTAAATTTTAATATTAA	SELEX	40	SAMEA3530635	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090544	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	76	45	synthetic construct	2015-10-26	ERR1011520	ERS837784	ERS837784	SAMEA3530635 ERS837784	bHT-SELEX sample HOXA11_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA13_eDBD_Nor_4_KAI_40NAAATTTAAATAAATATTAAATA	SELEX	40	SAMEA3530636	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090545	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	63	35	synthetic construct	2015-10-26	ERR1011521	ERS837785	ERS837785	SAMEA3530636 ERS837785	bHT-SELEX sample HOXA13_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA13_FL_Nor_4_KAM_40NAATAAATTATATAATATTTAAT	SELEX	40	SAMEA3530637	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090546	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	60	33	synthetic construct	2015-10-26	ERR1011522	ERS837786	ERS837786	SAMEA3530637 ERS837786	bHT-SELEX sample HOXA13_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA2_FL_Nor_4_KAH_40NATATTAATTAATTTAATAATAT	SELEX	40	SAMEA3530638	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090547	2015-09-10T17:01:23Z	2018-03-09T13:29:16Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	78	46	synthetic construct	2015-10-26	ERR1011523	ERS837787	ERS837787	SAMEA3530638 ERS837787	bHT-SELEX sample HOXA2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA4_eDBD_Nor_4_KAL_40NATTTAATTTAAAATATTATTAT	SELEX	40	SAMEA3530639	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090548	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	80	47	synthetic construct	2015-10-26	ERR1011524	ERS837788	ERS837788	SAMEA3530639 ERS837788	bHT-SELEX sample HOXA4_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA5_FL_Nor_4_KAH_40NTTAAATAATTTAAATATAAATT	SELEX	40	SAMEA3530640	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090550	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	51	29	synthetic construct	2015-10-26	ERR1011526	ERS837789	ERS837789	SAMEA3530640 ERS837789	bHT-SELEX sample HOXA5_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA5_eDBD_Nor_4_KAL_40NAATATTAATTTATTTATTAATA	SELEX	40	SAMEA3530641	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090549	2015-09-10T17:01:22Z	2018-03-09T13:28:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	59	36	synthetic construct	2015-10-26	ERR1011525	ERS837790	ERS837790	SAMEA3530641 ERS837790	bHT-SELEX sample HOXA5_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA6_eDBD_Nor_4_KAI_40NATATATTAATTTTTATAAATAT	SELEX	40	SAMEA3530642	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090551	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	45	26	synthetic construct	2015-10-26	ERR1011527	ERS837791	ERS837791	SAMEA3530642 ERS837791	bHT-SELEX sample HOXA6_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
HOXA7_eDBD_Nor_4_KAK_40NAATTTAATAAAATATTATAATT	SELEX	40	SAMEA3530643	bHT-SELEX reads for the TF and selection cycle with ligand type indicated in the name	2015-09-10	ERX1090552	2015-09-10T17:01:23Z	2018-03-09T13:29:36Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	86	50	synthetic construct	2015-10-26	ERR1011528	ERS837792	ERS837792	SAMEA3530643 ERS837792	bHT-SELEX sample HOXA7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
