Alias	AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	INSDC_center_name	INSDC_status	InsertSize	LibraryLayout	LibrarySource	Organism	Platform	SRA_Study
POU4F1_TACAAA20NAAC_Y_1	20	SAMEA1692689	2013-01-18	ERX170126	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F1_TACAAA20NAAC_Y_1	2013-01-18	2	1	2013-01-18	ERR195437	ERS192117	ERS192117	SAMEA1692689 ERS192117	POU4F1_TACAAA20NAAC_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F1_TACAAA20NAAC_Y_2	20	SAMEA1692669	2013-01-18	ERX170127	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F1_TACAAA20NAAC_Y_2	2013-01-18	1	0	2013-01-18	ERR195438	ERS192118	ERS192118	SAMEA1692669 ERS192118	POU4F1_TACAAA20NAAC_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F1_TACAAA20NAAC_Y_3	20	SAMEA1692662	2013-01-18	ERX170128	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F1_TACAAA20NAAC_Y_3	2013-01-18	2	1	2013-01-18	ERR195439	ERS192119	ERS192119	SAMEA1692662 ERS192119	POU4F1_TACAAA20NAAC_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F1_TACAAA20NAAC_Y_4	20	SAMEA1695080	2013-01-18	ERX170129	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F1_TACAAA20NAAC_Y_4	2013-01-18	2	1	2013-01-18	ERR195440	ERS192120	ERS192120	SAMEA1695080 ERS192120	POU4F1_TACAAA20NAAC_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F2_TACGAG20NAGC_Y_1	20	SAMEA1695097	2013-01-18	ERX170130	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F2_TACGAG20NAGC_Y_1	2013-01-18	1	0	2013-01-18	ERR195441	ERS192121	ERS192121	SAMEA1695097 ERS192121	POU4F2_TACGAG20NAGC_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F2_TACGAG20NAGC_Y_2	20	SAMEA1695114	2013-01-18	ERX170131	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F2_TACGAG20NAGC_Y_2	2013-01-18	1	0	2013-01-18	ERR195442	ERS192122	ERS192122	SAMEA1695114 ERS192122	POU4F2_TACGAG20NAGC_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F2_TACGAG20NAGC_Y_3	20	SAMEA1695134	2013-01-18	ERX170132	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F2_TACGAG20NAGC_Y_3	2013-01-18	1	0	2013-01-18	ERR195443	ERS192123	ERS192123	SAMEA1695134 ERS192123	POU4F2_TACGAG20NAGC_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F2_TACGAG20NAGC_Y_4	20	SAMEA1694841	2013-01-18	ERX170133	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F2_TACGAG20NAGC_Y_4	2013-01-18	2	1	2013-01-18	ERR195444	ERS192124	ERS192124	SAMEA1694841 ERS192124	POU4F2_TACGAG20NAGC_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F3_TACCGT20NGCC_Y_1	20	SAMEA1694823	2013-01-18	ERX170134	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F3_TACCGT20NGCC_Y_1	2013-01-18	2	1	2013-01-18	ERR195445	ERS192125	ERS192125	SAMEA1694823 ERS192125	POU4F3_TACCGT20NGCC_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F3_TACCGT20NGCC_Y_2	20	SAMEA1694896	2013-01-18	ERX170135	2013-01-18T09:17:06Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F3_TACCGT20NGCC_Y_2	2013-01-18	2	1	2013-01-18	ERR195446	ERS192126	ERS192126	SAMEA1694896 ERS192126	POU4F3_TACCGT20NGCC_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F3_TACCGT20NGCC_Y_3	20	SAMEA1694879	2013-01-18	ERX170136	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F3_TACCGT20NGCC_Y_3	2013-01-18	2	1	2013-01-18	ERR195447	ERS192127	ERS192127	SAMEA1694879 ERS192127	POU4F3_TACCGT20NGCC_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU4F3_TACCGT20NGCC_Y_4	20	SAMEA1694853	2013-01-18	ERX170137	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU4F3_TACCGT20NGCC_Y_4	2013-01-18	2	1	2013-01-18	ERR195448	ERS192128	ERS192128	SAMEA1694853 ERS192128	POU4F3_TACCGT20NGCC_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU5F1P1_TAGAGT20NGAT_Y_1	20	SAMEA1694924	2013-01-18	ERX170138	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU5F1P1_TAGAGT20NGAT_Y_1	2013-01-18	2	1	2013-01-18	ERR195449	ERS192129	ERS192129	SAMEA1694924 ERS192129	POU5F1P1_TAGAGT20NGAT_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU5F1P1_TAGAGT20NGAT_Y_2	20	SAMEA1694569	2013-01-18	ERX170139	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU5F1P1_TAGAGT20NGAT_Y_2	2013-01-18	3	1	2013-01-18	ERR195450	ERS192130	ERS192130	SAMEA1694569 ERS192130	POU5F1P1_TAGAGT20NGAT_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU5F1P1_TAGAGT20NGAT_Y_3	20	SAMEA1694263	2013-01-18	ERX170140	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU5F1P1_TAGAGT20NGAT_Y_3	2013-01-18	2	1	2013-01-18	ERR195451	ERS192131	ERS192131	SAMEA1694263 ERS192131	POU5F1P1_TAGAGT20NGAT_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
POU5F1P1_TAGAGT20NGAT_Y_4	20	SAMEA1694285	2013-01-18	ERX170141	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	POU5F1P1_TAGAGT20NGAT_Y_4	2013-01-18	4	2	2013-01-18	ERR195452	ERS192132	ERS192132	SAMEA1694285 ERS192132	POU5F1P1_TAGAGT20NGAT_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RARG_TGTTAT20NGA_Y_1	20	SAMEA1694311	2013-01-18	ERX170142	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	RARG_TGTTAT20NGA_Y_1	2013-01-18	1	0	2013-01-18	ERR195453	ERS192133	ERS192133	SAMEA1694311 ERS192133	RARG_TGTTAT20NGA_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RARG_TGTTAT20NGA_Y_2	20	SAMEA1694223	2013-01-18	ERX170143	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	RARG_TGTTAT20NGA_Y_2	2013-01-18	1	0	2013-01-18	ERR195454	ERS192134	ERS192134	SAMEA1694223 ERS192134	RARG_TGTTAT20NGA_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RARG_TGTTAT20NGA_Y_3	20	SAMEA1694241	2013-01-18	ERX170144	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	RARG_TGTTAT20NGA_Y_3	2013-01-18	2	1	2013-01-18	ERR195455	ERS192135	ERS192135	SAMEA1694241 ERS192135	RARG_TGTTAT20NGA_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RARG_TGTTAT20NGA_Y_4	20	SAMEA1694371	2013-01-18	ERX170145	2013-01-18T09:17:07Z	2012-11-15T12:21:35Z	Illumina Genome Analyzer IIx	other	RARG_TGTTAT20NGA_Y_4	2013-01-18	3	1	2013-01-18	ERR195456	ERS192136	ERS192136	SAMEA1694371 ERS192136	RARG_TGTTAT20NGA_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX2_TAACCC20NCCA_Y_1	20	SAMEA1694386	2013-01-18	ERX170146	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RFX2_TAACCC20NCCA_Y_1	2013-01-18	1	0	2013-01-18	ERR195457	ERS192137	ERS192137	SAMEA1694386 ERS192137	RFX2_TAACCC20NCCA_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX2_TAACCC20NCCA_Y_2	20	SAMEA1694401	2013-01-18	ERX170147	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RFX2_TAACCC20NCCA_Y_2	2013-01-18	1	0	2013-01-18	ERR195458	ERS192138	ERS192138	SAMEA1694401 ERS192138	RFX2_TAACCC20NCCA_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX2_TAACCC20NCCA_Y_3	20	SAMEA1694332	2013-01-18	ERX170148	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RFX2_TAACCC20NCCA_Y_3	2013-01-18	2	1	2013-01-18	ERR195459	ERS192139	ERS192139	SAMEA1694332 ERS192139	RFX2_TAACCC20NCCA_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX2_TAACCC20NCCA_Y_4	20	SAMEA1693633	2013-01-18	ERX170149	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RFX2_TAACCC20NCCA_Y_4	2013-01-18	2	1	2013-01-18	ERR195460	ERS192140	ERS192140	SAMEA1693633 ERS192140	RFX2_TAACCC20NCCA_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRB_TGAGCA20NGA_Y_1	20	SAMEA1693706	2013-01-18	ERX170150	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRB_TGAGCA20NGA_Y_1	2013-01-18	0	0	2013-01-18	ERR195461	ERS192141	ERS192141	SAMEA1693706 ERS192141	RXRB_TGAGCA20NGA_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRB_TGAGCA20NGA_Y_2	20	SAMEA1693686	2013-01-18	ERX170151	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRB_TGAGCA20NGA_Y_2	2013-01-18	0	0	2013-01-18	ERR195462	ERS192142	ERS192142	SAMEA1693686 ERS192142	RXRB_TGAGCA20NGA_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRB_TGAGCA20NGA_Y_3	20	SAMEA1693694	2013-01-18	ERX170152	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRB_TGAGCA20NGA_Y_3	2013-01-18	0	0	2013-01-18	ERR195463	ERS192143	ERS192143	SAMEA1693694 ERS192143	RXRB_TGAGCA20NGA_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRB_TGAGCA20NGA_Y_4	20	SAMEA1693577	2013-01-18	ERX170153	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRB_TGAGCA20NGA_Y_4	2013-01-18	1	0	2013-01-18	ERR195464	ERS192144	ERS192144	SAMEA1693577 ERS192144	RXRB_TGAGCA20NGA_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRG_TGGAAT20NGA_Y_1	20	SAMEA1693557	2013-01-18	ERX170154	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRG_TGGAAT20NGA_Y_1	2013-01-18	1	0	2013-01-18	ERR195465	ERS192145	ERS192145	SAMEA1693557 ERS192145	RXRG_TGGAAT20NGA_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRG_TGGAAT20NGA_Y_2	20	SAMEA1693619	2013-01-18	ERX170155	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRG_TGGAAT20NGA_Y_2	2013-01-18	1	0	2013-01-18	ERR195466	ERS192146	ERS192146	SAMEA1693619 ERS192146	RXRG_TGGAAT20NGA_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRG_TGGAAT20NGA_Y_3	20	SAMEA1693589	2013-01-18	ERX170156	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRG_TGGAAT20NGA_Y_3	2013-01-18	3	1	2013-01-18	ERR195467	ERS192147	ERS192147	SAMEA1693589 ERS192147	RXRG_TGGAAT20NGA_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RXRG_TGGAAT20NGA_Y_4	20	SAMEA1693829	2013-01-18	ERX170157	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	RXRG_TGGAAT20NGA_Y_4	2013-01-18	2	1	2013-01-18	ERR195468	ERS192148	ERS192148	SAMEA1693829 ERS192148	RXRG_TGGAAT20NGA_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT1_TCTTAG20NATG_Y_1	20	SAMEA1693813	2013-01-18	ERX170158	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT1_TCTTAG20NATG_Y_1	2013-01-18	0	0	2013-01-18	ERR195469	ERS192149	ERS192149	SAMEA1693813 ERS192149	SCRT1_TCTTAG20NATG_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT1_TCTTAG20NATG_Y_2	20	SAMEA1693538	2013-01-18	ERX170159	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT1_TCTTAG20NATG_Y_2	2013-01-18	0	0	2013-01-18	ERR195470	ERS192150	ERS192150	SAMEA1693538 ERS192150	SCRT1_TCTTAG20NATG_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT1_TCTTAG20NATG_Y_3	20	SAMEA1693408	2013-01-18	ERX170160	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT1_TCTTAG20NATG_Y_3	2013-01-18	0	0	2013-01-18	ERR195471	ERS192151	ERS192151	SAMEA1693408 ERS192151	SCRT1_TCTTAG20NATG_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT1_TCTTAG20NATG_Y_4	20	SAMEA1693427	2013-01-18	ERX170161	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT1_TCTTAG20NATG_Y_4	2013-01-18	0	0	2013-01-18	ERR195472	ERS192152	ERS192152	SAMEA1693427 ERS192152	SCRT1_TCTTAG20NATG_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT2_TGGGCG20NCGT_Y_1	20	SAMEA1693450	2013-01-18	ERX170162	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT2_TGGGCG20NCGT_Y_1	2013-01-18	0	0	2013-01-18	ERR195473	ERS192153	ERS192153	SAMEA1693450 ERS192153	SCRT2_TGGGCG20NCGT_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT2_TGGGCG20NCGT_Y_2	20	SAMEA1693443	2013-01-18	ERX170163	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT2_TGGGCG20NCGT_Y_2	2013-01-18	0	0	2013-01-18	ERR195474	ERS192154	ERS192154	SAMEA1693443 ERS192154	SCRT2_TGGGCG20NCGT_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT2_TGGGCG20NCGT_Y_3	20	SAMEA1693465	2013-01-18	ERX170164	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT2_TGGGCG20NCGT_Y_3	2013-01-18	0	0	2013-01-18	ERR195475	ERS192155	ERS192155	SAMEA1693465 ERS192155	SCRT2_TGGGCG20NCGT_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SCRT2_TGGGCG20NCGT_Y_4	20	SAMEA1693045	2013-01-18	ERX170165	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SCRT2_TGGGCG20NCGT_Y_4	2013-01-18	0	0	2013-01-18	ERR195476	ERS192156	ERS192156	SAMEA1693045 ERS192156	SCRT2_TGGGCG20NCGT_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SHOX2_TACGTC20NTGC_Y_1	20	SAMEA1693025	2013-01-18	ERX170166	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SHOX2_TACGTC20NTGC_Y_1	2013-01-18	1	0	2013-01-18	ERR195477	ERS192157	ERS192157	SAMEA1693025 ERS192157	SHOX2_TACGTC20NTGC_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SHOX2_TACGTC20NTGC_Y_2	20	SAMEA1693001	2013-01-18	ERX170167	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SHOX2_TACGTC20NTGC_Y_2	2013-01-18	0	0	2013-01-18	ERR195478	ERS192158	ERS192158	SAMEA1693001 ERS192158	SHOX2_TACGTC20NTGC_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SHOX2_TACGTC20NTGC_Y_3	20	SAMEA1692986	2013-01-18	ERX170168	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SHOX2_TACGTC20NTGC_Y_3	2013-01-18	1	0	2013-01-18	ERR195479	ERS192159	ERS192159	SAMEA1692986 ERS192159	SHOX2_TACGTC20NTGC_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SHOX2_TACGTC20NTGC_Y_4	20	SAMEA1692613	2013-01-18	ERX170169	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SHOX2_TACGTC20NTGC_Y_4	2013-01-18	2	1	2013-01-18	ERR195480	ERS192160	ERS192160	SAMEA1692613 ERS192160	SHOX2_TACGTC20NTGC_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP8_TGCTCG20NCTC_Y_1	20	SAMEA1692550	2013-01-18	ERX170170	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SP8_TGCTCG20NCTC_Y_1	2013-01-18	0	0	2013-01-18	ERR195481	ERS192161	ERS192161	SAMEA1692550 ERS192161	SP8_TGCTCG20NCTC_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP8_TGCTCG20NCTC_Y_2	20	SAMEA1692567	2013-01-18	ERX170171	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SP8_TGCTCG20NCTC_Y_2	2013-01-18	0	0	2013-01-18	ERR195482	ERS192162	ERS192162	SAMEA1692567 ERS192162	SP8_TGCTCG20NCTC_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP8_TGCTCG20NCTC_Y_3	20	SAMEA1692872	2013-01-18	ERX170172	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SP8_TGCTCG20NCTC_Y_3	2013-01-18	0	0	2013-01-18	ERR195483	ERS192163	ERS192163	SAMEA1692872 ERS192163	SP8_TGCTCG20NCTC_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP8_TGCTCG20NCTC_Y_4	20	SAMEA1692901	2013-01-18	ERX170173	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SP8_TGCTCG20NCTC_Y_4	2013-01-18	0	0	2013-01-18	ERR195484	ERS192164	ERS192164	SAMEA1692901 ERS192164	SP8_TGCTCG20NCTC_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SREBF2_TGAGAT20NGA_Y_1	20	SAMEA1692892	2013-01-18	ERX170174	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SREBF2_TGAGAT20NGA_Y_1	2013-01-18	0	0	2013-01-18	ERR195485	ERS192165	ERS192165	SAMEA1692892 ERS192165	SREBF2_TGAGAT20NGA_Y_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SREBF2_TGAGAT20NGA_Y_2	20	SAMEA1692805	2013-01-18	ERX170175	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SREBF2_TGAGAT20NGA_Y_2	2013-01-18	1	0	2013-01-18	ERR195486	ERS192166	ERS192166	SAMEA1692805 ERS192166	SREBF2_TGAGAT20NGA_Y_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SREBF2_TGAGAT20NGA_Y_3	20	SAMEA1692830	2013-01-18	ERX170176	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SREBF2_TGAGAT20NGA_Y_3	2013-01-18	2	1	2013-01-18	ERR195487	ERS192167	ERS192167	SAMEA1692830 ERS192167	SREBF2_TGAGAT20NGA_Y_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SREBF2_TGAGAT20NGA_Y_4	20	SAMEA1692767	2013-01-18	ERX170177	2013-01-18T09:17:07Z	2012-11-15T12:21:36Z	Illumina Genome Analyzer IIx	other	SREBF2_TGAGAT20NGA_Y_4	2013-01-18	2	1	2013-01-18	ERR195488	ERS192168	ERS192168	SAMEA1692767 ERS192168	SREBF2_TGAGAT20NGA_Y_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
